,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,adjusted_int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,State,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,FicoScore,derived_emp_length,UPB,RiskScorePercent
2054,96083427,103177139,4000,4000,4000, 36 months,0.1,10.0,130.0,4 years,RENT,50000.0,Not Verified,16-Dec,Current,credit_card,CA,5,13.54,0,13-Feb,1,24.0,,15,0,3527,11.50%,17,w,3809.1,3809.1,254.17,254.17,190.9,63.27,0.0,0,0,17-Mar,130.0,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,11097,2,1,1,1,9.0,7570,78.0,2,3,1285,28,30700,1,0,2,4,740,21773.0,11.5,0,0,9.0,46,1,1,0,3.0,,3.0,,0,5,9,8,10,1,14,16,9,15,0.0,0,0,3,100.0,0.0,0,0,40375,11097,24600,9675,34.5,4,6.251538272212651,25.0
2055,95930537,103023474,16000,16000,16000, 60 months,0.15,15.0,380.56,7 years,MORTGAGE,70000.0,Source Verified,16-Dec,Current,debt_consolidation,IL,13,25.8,0,Apr-70,1,24.0,,13,0,43658,99.70%,21,w,15636.36,15636.36,727.81,727.81,363.64,364.17,0.0,0,0,17-Mar,380.56,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,205952,0,1,0,0,29.0,1687,19.0,0,0,8691,86,43800,0,0,1,1,17163,0.0,100.2,0,0,101.0,560,37,8,2,37.0,,4.0,,0,7,9,7,14,2,9,16,9,13,0.0,0,0,1,100.0,100.0,0,0,257076,45345,39800,8676,45.25,7,4.442950559188413,25.0
2056,95930580,103023523,16600,16600,16600, 36 months,0.08,8.0,520.11,5 years,MORTGAGE,121000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,24.31,0,2-Jan,1,24.0,,9,0,64523,89.70%,18,w,15778.11,15778.11,1021.8,1021.8,821.89,199.91,0.0,0,0,17-Mar,520.11,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,501119,2,6,4,4,4.0,78161,73.0,0,1,48373,76,68000,1,1,7,5,55680,3477.0,89.7,0,0,170.0,179,21,4,2,147.0,,3.0,,0,2,2,2,2,12,2,4,2,9,0.0,0,0,4,100.0,100.0,0,0,554841,142684,68000,128241,38.25,5,6.077742722781118,25.0
2057,95963217,103056929,21500,21500,21500, 36 months,0.08,8.0,676.12,10+ years,RENT,78000.0,Not Verified,16-Dec,Current,credit_card,NY,32,3.49,0,10-Jan,2,24.0,,17,0,15114,30.80%,22,w,20439.4,20439.4,1327.63,1327.63,1060.6,267.03,0.0,0,0,17-Mar,676.12,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,15114,0,0,0,1,17.0,0,,2,6,12900,31,55100,0,0,4,7,945,32186.0,36.6,0,0,39.0,83,10,10,0,10.0,,1.0,,0,6,6,10,11,2,17,20,6,17,0.0,0,0,2,100.0,10.0,0,0,55100,15114,47300,0,41.5,10,6.096664522650005,25.0
2058,96073345,103157057,20000,20000,20000, 36 months,0.08,8.0,628.95,10+ years,RENT,80000.0,Not Verified,16-Dec,Current,credit_card,NC,33,6.66,0,Aug-00,0,77.0,,3,0,21957,60%,5,w,18813.39,18813.39,1435.01,1435.01,1186.61,248.4,0.0,0,0,17-Mar,828.95,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,21957,0,0,0,0,1.0,0,,0,0,14387,60,36600,0,0,0,0,7319,14643.0,60.0,0,0,196.0,196,132,132,0,146.0,77.0,,77.0,0,2,2,3,4,0,3,5,2,3,0.0,0,0,0,80.0,0.0,0,0,36600,21957,36600,0,43.75,10,7.08711971552746,50.0
2059,96043420,103137134,16000,16000,16000, 36 months,0.05,5.0,481.84,10+ years,MORTGAGE,124000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,27.57,1,Apr-89,1,16.0,,19,0,17728,42.10%,35,w,14761.81,14761.81,1408.36,1408.36,1238.19,170.17,0.0,0,0,17-Mar,481.84,17-Apr,17-Mar,0,18.0,INDIVIDUAL,,,0,1510,238929,0,5,2,3,7.0,91287,71.0,0,2,5149,62,42100,4,1,8,5,12575,18087.0,41.8,0,0,188.0,332,18,7,2,22.0,,4.0,16.0,1,7,11,8,8,15,13,18,11,19,0.0,0,1,2,94.3,12.5,0,0,318184,109015,31100,131484,43.95,10,8.708021522666831,50.0
2060,95895305,102959021,16000,16000,16000, 60 months,0.14,14.0,372.21,6 years,RENT,40000.0,Verified,16-Dec,Current,debt_consolidation,FL,9,27.84,2,6-Feb,0,16.0,,10,0,7299,50.30%,16,w,15436.45,15436.45,1104.19,1104.19,563.55,540.64,0.0,0,0,17-Mar,372.21,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,10863,0,3,0,0,36.0,3564,11.0,0,0,3502,22,14500,0,1,0,0,1086,4301.0,62.9,0,0,112.0,130,26,26,0,26.0,16.0,,16.0,0,4,4,6,8,6,7,10,4,10,0.0,0,0,0,87.5,33.3,0,0,48524,10863,11600,34024,44.95,6,6.67472793228537,50.0
2061,96023455,103117169,7200,7200,7200, 36 months,0.18,18.0,260.27,4 years,MORTGAGE,42000.0,Source Verified,16-Dec,Current,debt_consolidation,NY,32,19.83,0,Aug-97,0,24.0,,7,0,8058,58.80%,9,f,6893.06,6893.06,531.33,531.33,306.94,224.39,0.0,0,0,17-Mar,260.27,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,68833,2,3,2,4,3.0,60775,82.0,2,4,1419,78,13700,1,0,2,8,9833,3657.0,46.2,0,0,16.0,232,5,3,0,5.0,,2.0,,0,3,4,3,4,4,4,5,4,7,0.0,0,0,4,100.0,0.0,0,0,88194,68833,6800,74494,37.75,4,7.152478448275862,25.0
2062,96083212,103176924,2000,2000,2000, 36 months,0.11,11.0,65.95,1 year,RENT,60000.0,Source Verified,16-Dec,Current,credit_card,AZ,3,9.4,1,Oct-98,1,12.0,,14,0,7497,23.40%,16,w,1906.4,1906.4,143.71,143.71,93.6,35.11,15.0,0,0,17-Mar,146.9,17-Apr,17-Mar,0,12.0,INDIVIDUAL,,,0,0,46820,2,11,1,1,3.0,39323,98.0,1,1,5367,65,32000,0,0,3,2,3344,22642.0,24.5,0,0,53.0,218,5,3,0,5.0,12.0,1.0,12.0,0,2,3,2,3,11,3,5,3,14,0.0,0,1,2,93.8,50.0,0,0,71966,46820,30000,39966,42.75,1,6.979014153245486,50.0
2063,96013352,103107065,5500,5500,5500, 36 months,0.08,8.0,172.33,n/a,MORTGAGE,180000.0,Not Verified,16-Dec,Current,other,OR,37,20.46,0,Sep-91,0,24.0,,17,0,31613,54.70%,28,f,5090.16,5090.16,514.55,514.55,409.84,104.71,0.0,0,0,17-Mar,172.33,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,135711,1,4,1,2,1.0,104098,48.0,0,1,6532,52,57800,1,6,3,3,9047,16673.0,49.0,0,0,139.0,303,22,1,0,29.0,,7.0,,0,5,11,5,8,10,13,18,11,17,0.0,0,0,1,100.0,40.0,0,0,195203,135711,32700,137403,44.95,n/a,9.172019985724482,25.0
2064,95756888,102818607,2400,2400,2400, 36 months,0.13,13.0,80.57,n/a,RENT,15060.0,Verified,16-Dec,Current,debt_consolidation,CA,5,19.57,0,3-May,0,63.0,,11,0,4214,43.40%,16,f,2232.97,2232.97,240.01,240.01,167.03,72.98,0.0,0,0,17-Mar,80.57,17-Apr,17-Mar,0,76.0,INDIVIDUAL,,,0,253,5575,0,1,1,1,10.0,1361,80.0,0,1,1937,49,9700,0,0,0,2,619,1265.0,71.3,0,0,135.0,163,21,10,0,48.0,76.0,,76.0,1,2,4,2,4,2,10,14,4,11,0.0,0,0,1,93.3,50.0,0,0,11400,5575,4400,1700,43.75,n/a,9.70873786407767,50.0
2065,95292332,102316312,7000,7000,6700, 36 months,0.08,8.0,220.14,10+ years,RENT,76750.0,Source Verified,16-Dec,Current,debt_consolidation,IN,14,5.57,1,1-Jun,0,3.0,,5,0,1550,14.50%,16,f,6654.67,6369.47,432.27,413.74,345.33,86.94,0.0,0,0,17-Mar,220.14,17-Apr,17-Mar,0,3.0,INDIVIDUAL,,,0,0,207917,0,1,1,1,11.0,6425,80.0,0,1,1550,43,10700,2,0,0,2,41583,8450.0,15.5,0,65000,154.0,186,14,11,4,36.0,,14.0,91.0,3,1,1,2,4,4,3,7,1,4,0.0,0,1,1,86.7,0.0,0,0,312560,7975,10000,8050,43.75,10,6.096528365791702,50.0
2066,95846397,102908120,10000,10000,10000, 36 months,0.17,17.0,356.48,6 years,OWN,50000.0,Source Verified,16-Dec,Current,debt_consolidation,TX,43,33.46,1,Feb-97,0,13.0,,15,0,47206,63.40%,36,w,9346.14,9346.14,1060.0,1060.0,653.86,406.14,0.0,0,0,17-Mar,356.48,17-Apr,17-Mar,0,57.0,INDIVIDUAL,,,0,0,175658,1,1,1,3,2.0,5381,67.0,0,0,16454,64,74400,1,3,2,4,13512,17305.0,72.4,0,0,165.0,238,61,2,1,111.0,13.0,2.0,13.0,0,6,8,7,16,6,13,29,8,15,0.0,0,0,1,94.4,57.1,0,0,207400,52587,62600,8000,46.25,6,10.186430905246972,50.0
2067,96143394,103237107,9300,9300,9300, 36 months,0.17,17.0,331.53,10+ years,MORTGAGE,62500.0,Source Verified,16-Dec,Fully Paid,debt_consolidation,TN,42,25.13,0,Aug-92,0,24.0,,18,0,31032,55.20%,34,w,0.0,0.0,9622.547443000001,9622.55,9300.0,322.55,0.0,0,0,17-Mar,9312.97,,17-Mar,0,,INDIVIDUAL,,,0,75,141530,0,1,0,2,14.0,6445,70.0,2,6,4771,44,56200,0,4,2,11,7863,17981.0,60.0,0,0,292.0,125,8,8,2,10.0,,8.0,,0,11,13,11,12,9,14,19,13,18,0.0,0,0,3,100.0,45.5,0,0,197714,42177,45000,9150,46.25,10,100.0,0.0
2068,96183215,103287269,3000,3000,3000, 36 months,0.17,17.0,106.95,3 years,OWN,70000.0,Verified,16-Dec,Current,debt_consolidation,PA,38,9.91,3,May-99,3,9.0,,7,0,5041,79.80%,38,w,2803.82,2803.82,318.02,318.02,196.18,121.84,0.0,0,0,17-Mar,106.95,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,95493,2,2,0,0,29.0,90452,55.0,4,5,3178,58,6000,0,0,5,5,13642,10.0,99.3,0,0,211.0,134,1,1,0,7.0,9.0,0.0,9.0,0,3,5,3,9,23,5,15,5,7,0.0,0,0,4,87.1,100.0,0,0,100822,95493,4400,94822,40.45,3,10.18904197372637,50.0
2069,95876941,102939666,8000,8000,8000, 36 months,0.15,15.0,277.29,10+ years,MORTGAGE,125000.0,Not Verified,16-Dec,Current,debt_consolidation,IL,13,15.58,0,2-Apr,2,24.0,,13,0,12879,58.80%,16,w,7461.26,7461.26,825.21,825.21,538.74,286.47,0.0,0,0,17-Mar,277.29,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,141230,5,4,4,5,0.0,40916,87.0,2,5,3733,78,21900,6,2,12,10,10864,6138.0,55.5,0,0,122.0,34,1,0,2,1.0,,0.0,,0,4,7,4,4,6,8,8,7,13,0.0,0,0,6,100.0,25.0,0,0,199596,53795,13800,47170,41.25,10,9.956553222302679,25.0
2070,74571663,79948388,7500,7500,7500, 36 months,0.11,11.0,247.29,2 years,RENT,50000.0,Not Verified,16-Dec,Current,credit_card,FL,9,4.63,0,13-Mar,1,24.0,53.0,5,1,6156,36.20%,7,w,6768.51,6768.51,937.08,937.08,731.49,205.59,0.0,0,0,17-Mar,447.29,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,6156,1,0,0,1,21.0,0,,3,4,2295,36,17000,0,2,3,5,1231,7987.0,34.5,0,0,45.0,29,2,2,0,12.0,,2.0,,0,2,4,3,3,2,5,5,4,5,0.0,0,0,3,100.0,0.0,1,0,17000,6156,12200,0,40.5,2,12.160934458144062,25.0
2071,95776730,102838453,20150,20150,20150, 60 months,0.23,23.0,565.04,2 years,MORTGAGE,80000.0,Source Verified,16-Dec,Current,debt_consolidation,IL,13,20.03,0,3-Jul,1,24.0,,14,0,48070,65.50%,28,w,19589.93,19589.93,1669.66,1669.66,560.07,1109.59,0.0,0,0,17-Mar,565.04,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,237236,0,0,0,0,68.0,0,,1,5,10289,66,73400,0,0,2,5,16945,20369.0,63.7,0,0,68.0,138,9,9,3,14.0,,0.0,,0,7,12,7,11,1,13,24,12,14,0.0,0,0,1,100.0,28.6,0,0,285900,48070,56100,0,45.25,2,7.85116191551416,25.0
2072,94233631,101129512,18000,18000,18000, 36 months,0.07,7.0,555.71,10+ years,OWN,125000.0,Not Verified,16-Dec,Current,debt_consolidation,PA,38,14.53,0,Aug-81,0,33.0,,10,0,10317,35.60%,29,w,16639.53,16639.53,1660.14,1660.14,1360.47,299.67,0.0,0,0,17-Mar,555.71,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,35989,0,3,0,1,13.0,17109,43.0,0,0,9356,45,29000,0,2,0,1,3599,13644.0,40.7,0,0,121.0,424,49,13,0,49.0,33.0,,33.0,0,1,2,4,12,10,6,18,2,10,0.0,0,0,0,96.6,0.0,0,0,80948,35989,23000,39604,46.25,10,9.071533963604567,50.0
2073,95775770,102837489,2000,2000,2000, 36 months,0.11,11.0,65.95,n/a,RENT,31464.0,Source Verified,16-Dec,Fully Paid,moving,CA,5,8.77,0,Jan-00,0,53.0,,3,0,4972,69.10%,20,w,0.0,0.0,2002.5819170000002,2002.58,2000.0,2.58,0.0,0,0,17-Jan,2003.86,,17-Mar,0,,INDIVIDUAL,,,0,0,4972,0,0,0,0,1.0,0,,0,3,3598,69,7200,0,0,0,3,2486,402.0,90.0,0,0,203.0,203,15,15,0,19.0,53.0,15.0,53.0,0,1,2,1,12,0,3,20,2,3,0.0,0,0,0,90.0,100.0,0,0,7200,4972,4000,0,46.25,n/a,100.0,25.0
2074,95896807,102960534,5000,5000,5000, 36 months,0.11,11.0,164.62,< 1 year,MORTGAGE,35000.0,Verified,16-Dec,Current,debt_consolidation,VA,46,25.62,2,3-Aug,0,11.0,117.0,15,1,4556,49.50%,36,w,4645.17,4645.17,490.7,490.7,354.83,135.87,0.0,0,0,17-Mar,164.62,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,153216,0,10,0,2,14.0,64831,116.0,0,1,1826,107,9200,1,0,0,3,10214,2344.0,66.0,0,0,160.0,78,21,14,2,21.0,38.0,18.0,38.0,0,3,3,3,6,24,4,10,3,15,0.0,0,0,0,88.6,0.0,1,0,157306,69387,6900,55982,44.95,0,9.542356377799416,50.0
2075,95836260,102897991,14625,14625,14625, 36 months,0.2,20.0,543.45,2 years,RENT,50000.0,Source Verified,16-Dec,Current,debt_consolidation,IL,13,32.41,0,3-Oct,0,40.0,,20,0,10390,61.10%,24,w,13710.47,13710.47,1614.11,1614.11,914.53,699.58,0.0,0,0,17-Mar,543.45,17-Apr,17-Mar,0,40.0,INDIVIDUAL,,,0,0,79534,0,14,0,1,19.0,69144,127.0,0,2,5575,111,17000,2,0,1,3,4186,74.0,99.2,0,0,154.0,158,14,14,0,14.0,40.0,11.0,40.0,14,2,4,3,6,15,6,9,4,20,0.0,0,0,0,37.5,100.0,0,0,71649,79534,9600,54649,44.95,2,10.532498042286608,50.0
2076,95845682,102907402,9000,9000,9000, 36 months,0.19,19.0,329.86,1 year,RENT,50000.0,Source Verified,16-Dec,Current,major_purchase,MI,22,1.32,0,13-Apr,1,24.0,,2,0,30,1.50%,3,w,8428.75,8428.75,980.08,980.08,571.25,408.83,0.0,0,0,17-Mar,329.86,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,1023,0,0,0,0,1.0,0,,0,1,30,28,2000,0,0,1,2,512,1970.0,1.5,0,0,44.0,44,16,16,0,44.0,,0.0,,0,1,1,1,1,0,1,2,1,2,0.0,0,0,0,100.0,0.0,0,0,3627,1023,2000,0,40.5,1,10.416666666666668,25.0
2077,95366290,102403717,12000,12000,12000, 36 months,0.11,11.0,395.37,10+ years,OWN,34000.0,Source Verified,16-Dec,Current,debt_consolidation,IL,13,28.91,2,9-Jun,0,16.0,,11,0,8541,56.20%,27,w,11149.03,11149.03,1178.48,1178.48,850.97,327.51,0.0,0,0,17-Mar,395.37,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,74103,0,8,0,0,52.0,65562,122.0,0,0,4331,108,15200,0,1,0,0,6737,3246.0,70.8,0,0,90.0,57,25,25,0,25.0,,,,0,2,3,2,2,22,3,3,3,9,0.0,0,0,0,90.5,50.0,0,0,68793,74103,11100,53593,43.75,10,9.556258619290988,50.0
2078,95856556,102918276,30000,30000,30000, 36 months,0.08,8.0,943.42,2 years,MORTGAGE,285000.0,Source Verified,16-Dec,Current,debt_consolidation,GA,10,6.71,0,1-Jul,1,24.0,,8,0,0,0%,8,w,28520.1,28520.1,1852.51,1852.51,1479.9,372.61,0.0,0,0,17-Mar,943.42,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,527464,4,3,3,3,3.0,60923,94.0,2,2,0,62,33000,1,2,3,6,65933,28900.0,0.0,0,0,6.0,185,2,2,1,7.0,,3.0,,0,0,0,3,3,3,4,4,0,8,0.0,0,0,6,100.0,0.0,0,0,568000,60923,28900,65000,28.8,2,6.097721585671013,25.0
2079,95375358,102423128,15000,15000,15000, 60 months,0.2,20.0,397.33,8 years,RENT,100000.0,Not Verified,16-Dec,Current,debt_consolidation,GA,10,7.38,0,Apr-99,0,44.0,,8,0,14488,62.50%,20,w,2490.26,2490.26,13175.33,13175.33,12509.74,665.59,0.0,0,0,17-Mar,397.33,17-Apr,17-Mar,0,81.0,INDIVIDUAL,,,0,0,44379,0,1,0,0,31.0,29891,121.0,2,3,4717,93,23166,0,0,0,3,5547,1333.0,82.2,0,0,212.0,155,7,7,1,15.0,44.0,,44.0,1,2,7,2,6,6,7,13,7,8,0.0,0,0,2,89.5,50.0,0,0,47878,44379,7500,24712,44.95,8,84.10469198850942,25.0
2080,95776589,102838312,5000,5000,5000, 36 months,0.08,8.0,157.24,10+ years,OWN,130000.0,Not Verified,16-Dec,Current,credit_card,MD,20,1.01,0,Feb-96,0,24.0,,7,0,4661,46.60%,15,w,4628.74,4628.74,469.43,469.43,371.26,98.17,0.0,0,0,17-Mar,157.24,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,420310,2,0,0,0,1.0,0,,2,2,1686,47,10000,2,0,2,3,60044,4152.0,43.9,0,0,250.0,250,6,4,4,6.0,,5.0,,0,2,3,2,5,0,5,11,3,7,0.0,0,0,3,93.3,0.0,0,0,437600,4661,7400,0,39.25,10,9.201491073180303,50.0
2081,95342743,102369257,23150,23150,23150, 36 months,0.2,20.0,860.22,3 years,MORTGAGE,92000.0,Not Verified,16-Dec,Current,credit_card,IL,13,14.1,1,5-May,1,16.0,67.0,14,2,16031,52.90%,28,w,21702.41,21702.41,2554.95,2554.95,1447.59,1107.36,0.0,0,0,17-Mar,860.22,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,30261,2,1,0,0,50.0,14230,,4,8,6566,53,30300,3,0,5,8,2162,9530.0,61.3,0,0,124.0,135,1,1,3,1.0,16.0,5.0,16.0,0,4,6,8,11,2,13,23,6,14,0.0,0,0,4,96.3,37.5,2,0,71949,30261,24600,41649,45.25,3,10.529353562005277,50.0
2082,95896514,102960241,10500,10500,10500, 36 months,0.11,11.0,345.7,10+ years,MORTGAGE,55682.0,Source Verified,16-Dec,Current,debt_consolidation,VA,46,18.23,3,Oct-64,0,2.0,,9,0,10618,75.30%,38,w,9754.86,9754.86,1030.46,1030.46,745.14,285.32,0.0,0,0,17-Mar,345.7,17-Apr,17-Mar,0,10.0,INDIVIDUAL,,,0,4317,355718,3,1,0,0,29.0,26093,80.0,3,3,8844,79,14100,0,3,0,3,50817,1166.0,88.7,0,0,161.0,626,1,1,5,3.0,,,2.0,1,2,5,3,9,13,7,20,5,9,0.0,0,1,3,84.2,50.0,0,0,390600,36711,10300,32500,40.45,10,9.551186943620179,50.0
2083,95906430,102971150,6000,6000,6000, 36 months,0.11,11.0,197.55,10+ years,MORTGAGE,58000.0,Verified,16-Dec,Current,debt_consolidation,TX,43,14.71,0,Sep-85,0,24.0,37.0,8,1,7293,37%,35,w,5574.18,5574.18,588.85,588.85,425.82,163.03,0.0,0,0,17-Mar,197.55,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,124418,1,1,1,1,1.0,35349,,0,3,2030,37,19700,2,4,5,5,15552,11707.0,38.4,0,0,163.0,375,16,1,3,16.0,,1.0,,0,5,5,5,16,8,6,24,5,8,0.0,0,0,2,100.0,20.0,1,0,137513,42642,19000,35335,46.25,10,9.542356377799416,25.0
2084,95926637,103021323,2850,2850,2850, 36 months,0.3,30.0,120.98,5 years,RENT,26000.0,Verified,16-Dec,Current,house,NY,32,3.23,0,13-Oct,2,24.0,,5,0,193,3.10%,5,f,2697.32,2697.32,358.19,358.19,152.68,205.51,0.0,0,0,17-Mar,120.98,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,594,193,3,0,0,0,1.0,0,,3,3,99,3,6200,0,0,2,3,39,6007.0,3.1,0,0,38.0,38,3,3,0,3.0,,0.0,,0,2,2,5,5,0,5,5,2,5,0.0,0,0,3,100.0,0.0,0,0,6200,193,6200,0,39.0,5,11.718494271685762,25.0
2085,95924346,103017999,30000,30000,30000, 36 months,0.17,17.0,1069.44,2 years,MORTGAGE,70000.0,Source Verified,16-Dec,Current,debt_consolidation,MN,23,22.13,0,3-May,0,24.0,,7,0,14537,50.70%,14,w,28038.42,28038.42,3180.0,3180.0,1961.58,1218.42,0.0,0,0,17-Mar,1069.44,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,129497,2,1,0,1,13.0,17894,72.0,1,3,9531,60,28700,1,0,1,5,18500,14163.0,50.7,0,0,133.0,72,2,2,4,2.0,,6.0,,0,4,4,5,7,2,5,8,4,7,0.0,0,0,2,100.0,20.0,0,0,152200,32431,28700,25000,44.95,2,10.186430905246972,25.0
2086,95927569,103019334,7000,7000,7000, 36 months,0.14,14.0,239.21,n/a,MORTGAGE,75000.0,Not Verified,16-Dec,Current,other,CA,5,17.76,2,Nov-83,0,7.0,48.0,12,1,2463,24.60%,23,w,6461.5,6461.5,703.87,703.87,538.5,165.37,0.0,0,0,17-Mar,239.21,17-Apr,17-Mar,0,14.0,INDIVIDUAL,,,0,0,289073,2,3,3,3,1.0,18049,42.0,2,3,462,39,10000,1,5,2,6,28907,338.0,57.8,0,0,206.0,397,1,1,1,31.0,,9.0,9.0,1,1,4,1,1,9,8,13,4,12,0.0,0,1,5,73.9,0.0,0,1,373331,20512,800,43331,43.75,n/a,9.812953657174763,50.0
2087,95351032,102376819,4200,4200,4200, 36 months,0.11,11.0,138.48,4 years,RENT,80000.0,Verified,16-Dec,Fully Paid,credit_card,CA,5,20.12,0,8-Jan,1,36.0,,12,0,19386,89.80%,22,w,0.0,0.0,4249.317234,4249.32,4200.0,49.32,0.0,0,0,17-Feb,4252.0,,17-Feb,0,40.0,INDIVIDUAL,,,0,0,51914,1,9,0,0,33.0,32528,68.0,2,2,10083,75,21600,0,0,1,2,4326,0.0,101.6,0,0,107.0,103,2,2,0,9.0,,2.0,,1,2,3,2,3,18,3,4,3,12,0.0,0,0,2,95.2,100.0,0,0,69419,51914,17100,47819,42.75,4,100.0,25.0
2088,95236307,102239021,16000,16000,16000, 60 months,0.19,19.0,414.97,10+ years,MORTGAGE,40000.0,Verified,16-Dec,Current,home_improvement,TX,43,0.9,0,5-May,2,78.0,,8,0,3002,12.70%,22,w,15506.97,15506.97,1228.03,1228.03,493.03,735.0,0.0,0,0,17-Mar,414.97,17-Apr,17-Mar,0,78.0,INDIVIDUAL,,,0,218,107371,2,0,0,0,104.0,0,,2,5,3002,13,23700,3,0,2,6,13421,14998.0,16.7,0,0,139.0,132,1,1,5,1.0,,1.0,,1,1,1,4,8,5,7,11,1,8,0.0,0,0,2,95.5,0.0,0,0,130537,3002,18000,0,42.45,10,7.338353053663201,50.0
2089,95826775,102888499,12000,12000,12000, 36 months,0.11,11.0,395.66,7 years,MORTGAGE,80000.0,Verified,16-Dec,Current,other,TX,43,22.26,1,Aug-99,0,4.0,,9,0,444,5.30%,35,w,11149.63,11149.63,1179.32,1179.32,850.37,328.95,0.0,0,0,17-Mar,395.66,17-Apr,17-Mar,0,4.0,INDIVIDUAL,,,0,0,223070,3,2,2,2,2.0,58378,114.0,0,1,444,99,8300,1,3,1,4,27884,5056.0,8.1,1,0,208.0,157,24,2,5,24.0,80.0,2.0,80.0,2,1,1,3,6,12,6,18,1,9,0.0,0,1,3,91.4,0.0,0,0,225736,58822,5500,51169,44.95,7,9.563595068137573,50.0
2090,94233372,101129252,16000,16000,16000, 60 months,0.15,15.0,380.56,10+ years,ANY,60000.0,Verified,16-Dec,Current,home_improvement,NJ,30,25.22,0,Jul-98,1,69.0,43.0,12,2,9630,35.70%,23,w,15451.12,15451.12,1128.36,1128.36,548.88,579.48,0.0,0,0,17-Mar,380.56,17-Apr,17-Mar,0,69.0,INDIVIDUAL,,,0,0,46097,2,3,1,2,5.0,36467,90.0,1,3,5070,69,27000,1,0,4,5,3841,13238.0,37.3,0,0,77.0,221,2,2,0,2.0,69.0,2.0,69.0,3,5,7,7,10,6,9,16,7,12,0.0,0,0,2,92.9,28.6,2,0,67570,46097,21100,40570,43.95,10,6.803787924482779,50.0
2091,95507436,102557152,16000,16000,16000, 60 months,0.19,19.0,414.97,4 years,RENT,115000.0,Source Verified,16-Dec,Fully Paid,debt_consolidation,CA,5,22.47,0,Sep-87,0,57.0,,11,0,23821,55.30%,24,w,0.0,0.0,16369.99466,16369.99,16000.0,369.99,0.0,0,0,17-Feb,16386.87,,17-Mar,0,57.0,INDIVIDUAL,,,0,0,84995,2,4,2,4,6.0,61174,86.0,0,1,8030,75,43100,1,3,3,5,7727,6479.0,78.6,0,0,116.0,351,22,6,1,22.0,,6.0,,1,5,5,5,7,10,7,13,5,11,0.0,0,0,2,95.8,100.0,0,0,114161,84995,30300,71061,44.95,4,100.0,25.0
